,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
430,上海宝尊电子商务有限公司,上海,2000人以上,企业服务,高级设计师-电商,2020-05-12 17:01:33,10k-15k,3-5年,大专,1、善于沟通，积极参与团队合作；2、有很强的创意能力和活跃的设计思维、有良好的审美观念、想象力丰富、勇于接受新鲜事物、敢于创新、洞察时尚与流行的趋势，能独立开展设计工作；3、有电商设计或平面/网页设计经验；4、能独立担任设计工作，应对不同设计要求，适应工作中的变化，并保持乐观态度；5、熟练使用Ps、Ai及其它常用的视觉设计软件，负责公司网店的美化设计。,1、辅助店铺主设计师工作，能够准确把握设计调性，优质完成各种电商设计工作，具备基础电商常识；2、与策划和运营等部门协作，保证设计工作高效完成。
431,上海金杉数金互联网科技有限公司,上海,50-150人,"移动互联网,金融",电商产品经理,2020-05-27 11:05:03,12k-18k,3-5年,本科,"根据公司产品规则及市场需求，负责电商类产品移动端APP的产品设计工作。
研究目标用户需求和平台特性，对用户群体、竞争态势进行分析，输出分析报告，为用户匹配合适的产品需求。
负责产品生命周期管理，提出产品改进、产品线延伸等方案。
负责产品的用户体验及其交互细节的设计和质量把控。
协同开发岗位完成产品的开发、测试、上线等工作。
            
","本科学历，3年以上电商平台产品经理工作经验。
有较强的用户需求挖掘和分析能力，逻辑思维能力强。
注重用户体验，专注产品细节，有成功的产品策划案例优先考虑。
表达能力、沟通能力良好。
善于学习和尝试，积极向上。"
432,上海悦悦图书有限公司,上海,50-150人,"电商,文娱丨内容",电商运营专员,2020-05-19 10:58:06,6k-8k,1-3年,大专,"1、负责规划、执行本人所负责产品的营销计划；
2、对每个产品运营情况进行评估，提炼卖点，通过优化产品标题关键词、产品详情页、关联销售、店铺分类导航和首页呈现等，提高产品转化率、产品排名和店铺流量；
3、负责收集市场和行业信息，分析竞争对手，关注对手的变化和选款、定价等营销策略，结合本店优势采取针对性运营措施；
4、领导交办的其他事项。
【任","1、大专及以上学历；
2、熟悉线上购物习惯和购物心理,对数据和用户心理敏感；熟悉淘宝或者其他平台关键字策略、熟悉各平台的搜索排名和优化；
3、熟练掌握Office等办公软件；
4、有天猫电商工作经验优先，适应电子商务快节奏工作方式，能承受一定的工作压力。"
433,上海亨泽食品有限公司,上海,15-50人,"消费生活,电商",电商客服,2020-03-31 20:42:13,4k-5k,1-3年,不限,0,00，做一休一，遇法定节假日支付加班费；2.试用期4000，转正后5000-10000，底薪+绩效+提成，多劳多得，上不封顶；3.氛围
434,上海盾米电子科技有限公司,上海,15-50人,"移动互联网,硬件",电商运营实习生,2020-05-26 11:40:57,2k-3k,应届毕业生,本科,,
435,上海辰帅信息科技有限公司,上海,50-150人,"电商,企业服务",电商仓储物流组长,2020-03-16 08:59:32,5k-8k,不限,不限,,
436,上海星饰居国际贸易有限公司,上海,150-500人,"消费生活,其他",电商客服,2020-04-27 15:28:09,4k-6k,1-3年,大专,"1 .独立处理客户的咨询，实现公司与客户间的基础沟通；负责为客户提供现场或电话咨询、沟通服务；
2.收集并整理客户信息，并及时反馈给部门领导，完善商品信息
3.负责第三方客服服务人员培训及绩效评估。
4.对接线上平台运营客服，负责日常数据维护及核算
5.及时处理客户的售后问题，做好售后服务工作
 
岗位要求
1. 大专以上学历；有家具、家居行业电商客服经验优先
2. 具有较强的应变能力；
3. 沟通协调能力强，有高度的责任心和计划性，耐心佳。
4. 能熟练使用office软件，打字速度70",
437,上海鸿渡网络科技有限公司,上海,50-150人,"移动互联网,电商",社交电商运营,2020-04-21 10:00:59,5k-10k,1年以下,大专,"1、负责社交平台运营，确保销售达标，合理控制毛利率；
2、负责与平台小二沟通，获取更多的资源位和流量；
3、负责策划活动；
4、确保产品信息正确，数据监控，避免违反《广告法》；
5、做好跨部门沟通，确保商品不断货，运作不罚款，及时处理平台和客户问题；
","1、有爱库存，甩甩宝宝，贝仓，万物新选，一条，萌推等主流社交平台经验；
2、要求独立操盘相关某一平台店铺，至少半年以上；
3、精通数据分析和总结；擅长品牌运作，人群分析，客户群解析和规划；
4、熟练使用PPT、EXCEL、PS等办公软件；
5、有家居百货类目运营经验的优先。"
438,迪卡侬（上海）体育用品电子商务有限公司,上海,150-500人,"电商,文娱丨内容",迪卡侬电商销售服务部客服专员,2020-05-26 16:38:48,5k-6k,不限,本科,"1    通过专业高效的多渠道销售服务,创造并传递运动的快乐和益处，让运动触手可及，让运动爱好者满意
    

","1    提供专业化个性服务，运用产品及运动知识与顾客建立联系，为运动用户创造良好的购物体验，让运动爱好者满意。    
2    作为运动咨询专员，定期体验运动和产品，了解产品技术特点和对使用者的益处，向运动者讲述代入感的产品故事，促进运动和产品推广并提升转化率和客件数。    
3    管理和追踪用户订单，关注订单库存状况和派送时效，及时采取方案解决库存短缺和物流问题，收集顾客反馈优化仓储物流配送，提升用户购物满意度。    
4    负责所辖品类的退换货、退款管理，持续优化商品退换货流程和店铺退款时效，通过运动市场和用户行为研究，形成生意洞察，采取有效措施降低商品退货率。    
5    运营客户关系，关注并收集用户评价，建立运用快捷数据库分析用户心理和行为，与内外部协作优化产品和服务，增强产品使用满意度和用户忠实度。    
6    作为关键成员参与迪卡侬全渠道战略的实施，促进线上线下购物体验的无缝融合，灵活运用全渠道战略，推动公司的商业活动。
    

任职要求"
439,马克华菲（上海）商业有限公司,上海,500-2000人,电商,电商客服专员,2020-05-26 15:15:51,5k-7k,1-3年,大专,"1、为客户提供良好的售后服务，提高顾客满意度；
2、了解客户服务需求信息，进行有效跟踪，做好售后指导和服务工作；
3、及时处理平台订单状态、退款、退换货、投诉等问题；
4、配合部门处理平台突发事件、保证平台的正常运作。

","1、高中或大专及以上学历；
2、有良好的沟通能力、亲和力强、有耐心；
3、做事认真负责，有良好的服务意识；
4、掌握基本的电脑操作知识，熟练使用office等基本办公软件；
5、有1年以上电商客服或400电话客服工作经验"
440,上海京美实业有限公司,上海,15-50人,电商,电商/天猫/京东/淘宝/亚马逊/跨境运营,2020-05-26 09:52:16,8k-13k,1-3年,大专,"直通车、搭配套餐、秒杀、打折）；

4、懂得打造店铺爆款、积极上线新品、能够针对主推款、节假日、换季产品等制定切实有效的营销方案，并协调营销策划；

5、负责完善店铺投诉、维权的处理；

6、负责行业及店铺相关数据的分析、总结；


","1、大专以上学历，电子商务、营销等相关专业；

2. 1- 2年以上相关工作经验， 有实际操作过天猫店铺和京东店铺；

3、具备较强的创新与市场分析、营销、推广能力，分析与解决问题的能力；

4、具有较好的组织协调能力及应变能力,具有强烈的责任心和事业心；

5.本岗位做六休一，接受者优先考虑。"
441,上海维艾乐健康管理有限公司,上海,150-500人,医疗丨健康,电商客服,2020-05-07 09:40:22,5k-7k,1-3年,大专,"1、负责公司电商平台客户的售前售中售后沟通，解答客户的问题，促成交易；
2、负责有效的客户管理及维护、及时跟踪货品的发货动向，避免顾客不满；
3、相关平台的月度销售报表、票据的整理；
4、上级交代的各项事宜。
","1、专科及以上学历；
2、了解互联网平台的相关操作流程;
3、两年以上电子商务运营及客服工作经验；
4、具有较强的协调能力、表达能力、能独立处理紧急问题；
5、良好的服务意识和较强的责任心，富有工作热情和团队意识。"
442,威赛实业（上海）有限公司,上海,15-50人,"电商,消费生活",服装外贸业务员/跨境电商专员,2020-04-17 13:24:15,4k-8k,不限,大专,"岗位要求
1.要求大专以上学历，大学英语6级或同等水平，英语听说读写流利；
2. 有服装或相关行业经验优先；
3.电子商务相关领域（阿里巴巴国际站，速卖通，amazon 等）工作经",- 熟悉阿里后台基本操作技能
443,威赛实业（上海）有限公司,上海,15-50人,"电商,消费生活",跨境电商B2B外贸业务员,2020-04-17 13:24:14,5k-10k,1-3年,大专,"1、通过阿里巴巴国际站平台，负责公司产品海外市场的推广和销售，回盘、报价以及开发票；
     （不需要自己专门上产品，公司有产品运营人员）
 
2、激活潜在客户，开发新客户，引导客户下订单；
     （客户大部分来源于公司询盘分配，不需要发无效开发信）
 
3、跟踪订单的生产进度，保证交期；
 
4、接待客户，为到访客户讲解产品，带领客户参观合作工厂；
 
5、协助客户运营处理售后客户问题，维护以及妥善处理各争议；
 
6、协助产品运营开发、推送、打造新品、爆品。
 
","1、大专及以上学历，1～5年跨境电商工作经验，CET-4以上，国贸以及英语专业优先，16、17及18届毕业生优先；
 
2、对B2B电商行业感兴趣，敢于挑战自我善于发现和解决问题，责任心强，踏实肯干，诚实敬业，热爱网络推广工作，对电子商务发展有清晰的认识，有创新意识；
 
3、团队合作意识强，善于沟通，善于发现和解决问题，有一定的服务意识，责任心强，踏实肯干，诚实敬业，能承受一定的工作压力；
 
4、有阿里巴巴国际站、速卖通、亚马逊、eBay、Wish、敦煌网、中国制造、环球资源等跨境电商工作经验者优先。
 
福利说明"
